MS_ID,Location,Collection,Reference,Headnote,MS_Date,Folia,Place_of_production,Produced_for,Notes,MS_Sources,F_%,L_%,E_%,O_%,F_Sides,L_Sides,E_Sides,O_Sides,total_sides_English,total_sides_French,total_sides_Latin,total_sides_Other,percentage_English,percentage_French,percentage_Latin,percentage_Other
566,London,British Library,Royal 16 E IX,Lumere as lais,s.xiv (in),129,,,"Post-medieval owner: ""Belonged (f. 3) to [John, Lord] Lumley. Lumley cat. f. 87""; ""On the fly-leaves (ff. 1 b, 2) are a few mnemonic and gnomic verses and prayers in Latin in early 14th cent. hands.""",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002107179,,,,,,,,,,253.0,,,,100.0,,
567,London,British Library,Royal 16 E XII,Theological tracts,s.xiv,339,,,"see catalogue for description ;  Henry VIII (b. 1491, d. 1547), king of England and Ireland: the monogram 'HR' [for Henricus Rex] (f. 1).
?Shelfmark of a very large number in brown ink (Carley's 'Old Large Number') 64 (f. [i]).
The Old Royal Library (the English Royal Library): Westminster inventory number 'no. 517' (f. 1), included in the inventory of books in the Upper Library at Westminster of 1542; and in the catalogue of 1666, Royal Appendix 71, f. 14.",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002107182 ; http://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=5646&CollID=16&NStart=160512,100.0,0.0,0.0,,,,,,,,,,,,,
568,London,British Library,Royal 19 B XV,The Queen Mary Apocalypse,s.xiv (in),45,London,London,"""Origin: England, S. E. (London), or East Anglia.The Old Royal Library (the English Royal Library): perhaps to be identified with one of two 'Lapocalipse' included in the list of books at Richmond Palace in 1535, no. 74, or 96; Westminster inventory number 'no. 22' (f. 1r), included in the inventory of books in the Upper Library at Westminster of 1542; and in the catalogue of 1666, Royal Appendix 71, ff. 14 or 15.Presented to the British Museum by George II in 1757 as part of the Old Royal Library.""",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002107607,,,,,,,,,,89.0,,,,100.0,,
569,London,British Library,Royal 19 C V,COMMENTARY ON PSALMS LI-C,s.xiii (in),i+223,,,"""At the end (f. 222) is the following (erased) in a 14th-cent. hand 'Liber iste liber est ecclesie de Lexyngtona [? Laxton, co. Notts.] et qui eum alienaverit anathema sit'. 'Lexhinton' is also written-on a fly-leaf (f. i b) at the beginning. On f. 1 is the erased inscription (15th cent. ?) 'Predicatorum Exon.' of the Dominican friars of Exeter and the press-mark F. 1. On f. 223 b is scribbled the name Steuen Speccot.""",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002107615,,,,,,,,,,443.0,,,,100.0,,
57,Cambridge,Corpus Christi College,301,"Annals of St Augustine's, Canterbury. Canterbury Documents, etc",s.xiv (in),1+133,,,"""contains a number of texts relating to St Augustine's, Canterbury""; ""The book was donated to St Augustine's by Stephen de Hackyngton (fl. 1332).""",https://parker.stanford.edu/parker/catalog/mt674jt4474,,,,,,,,,,17.5,192.5,,,8.333333333333332,91.66666666666666,
570,London,British Library,Royal 20 A I,Mandeville,s.xv (in),i + 122,,,"""Contains a copy of a letter of dedication to Edward III (d. 1377). ?Shelfmark of a very large number in brown ink (Carley's 'Old Large Number') 59 (f. i). """,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002107640,,,,,,,,,,234.0,,,,100.0,,
571,London,British Library,Royal 20 A II,Historical poems in French,s.xiv (med),148,,,"folation for Latin tracts based on catalogue and uncertain; ""Among scribblings on the last fly-leaf (f. 148 b) is the name Moubray elaborately flourished, the top of the b having a coronet (?) and motto ('ornet deus' ?). Belonged to [Henry Fitzalan, Earl of] Arundel, and [John, Lord] Lumley, whose names (not autograph) are on f. 1. Lumley cat. f. 164 ?; cat. of 1666, f. 11 b; not in CMA .""",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002107650 ; https://www.europeana.eu/portal/en/search?q=what%3A%22BL+Royal+20+A+II%22&view=grid,,,,,,,,,,286.0,8.0,,,97.27891156462584,2.7210884353741496,
572,London,British Library,Royal 20 A XVIII,The Anonimalle Chronicle,s.xiv (2),345,,,""" The fly-leaves (ff. 1, 344, 345), in a 15th cent hand in double columns, are from bk. ix (ch. 1-2, 6-8) of a compendium of religion and morals in French prose. This work, which is perhaps a translation of some Latin summa composed about the end of the 13th century, is partly preserved in Harley MS. 1310, ff. 1-80 b ""; chronicle copied in stages",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002107657,,,,,,,,,,682.0,,,,100.0,,
572a,London,British Library,Royal 20 A XVIII,The Anonimalle Chronicle,s.xiv (med),345,,,""" The fly-leaves (ff. 1, 344, 345), in a 15th cent hand in double columns, are from bk. ix (ch. 1-2, 6-8) of a compendium of religion and morals in French prose. This work, which is perhaps a translation of some Latin summa composed about the end of the 13th century, is partly preserved in Harley MS. 1310, ff. 1-80 b """,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002107657,,,,,,,,,,617.0,,,,100.0,,
573,London,British Library,Royal 20 B III,Treatise on the Love of God,s.xv (1),i+98,London,,"see catalogue for contents; ""Scott (2008) associates the initials with the artist of Oxford, All Souls Library 10, a New Testament produced between 1415-1430, probably in London. "" Henry VIII (b. 1491, d. 1547), king of England and Ireland: the monogram 'HR' [for Henricus Rex] (f. 1).
The Old Royal Library (the English Royal Library): Westminster inventory number 'no. 551' (f. 1), included in the inventory of books in the Upper Library at Westminster of 1542 as 'Mirroir pur bien vivre', with an annotation 'Deficit this booke'.""
Catchwords and bifolium signatures.""",https://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=5832&CollID=16&NStart=200203,,,,,,,,,,,,,,,,
574,London,British Library,Royal 20 B V,New Testament in French,s.xiv,189,,,see catalogue for contents,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002107664,84.8404,15.1596,0.0,0.0,,,,,,,,,,,,
574a,London,British Library,Royal 20 B V,New Testament in French,s.xiv,116,,,"see catalogue for contents; ""each chapter in the Gospels is headed with the first words of the Latin. of the Pauline Epistles""",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002107664,100.0,0.0,0.0,0.0,,,,,,,,,,,,
575,London,British Library,Royal 20 B X,Mandeville,s.xv (in),85,,,"""A table of chapters prefixed (ff. 1-2) is in a later hand, perhaps (from the marks over u) Scottish or Dutch""; ""no. 143 of the cat. of MSS. at Richmond Palace in 1535 (cf. 15 D. I); cat of 1666""",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002107669,,,,,,,,,,161.0,1.0,,,99.38271604938271,0.6172839506172839,
576,London,British Library,Royal 20 B XIV,Religious and Moral poems,s.xiv (in),i+176+ii,,,,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002107673,,,,,,,,,,345.5,0.5,,,99.85549132947978,0.1445086705202312,
577,London,British Library,Royal 20 C VI,Lancelot du Lac,s.xiii (ex),187,,,"see catalogue for description; ""Attributed to William of Devon group by Morgan""",http://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=5838&CollID=16&NStart=200306,100.0,0.0,0.0,0.0,,,,,,,,,,,,
578,London,British Library,Royal App. 85,Prose Brut,s.xiv (2),8,,,bound with other fragments,http://searcharchives.bl.uk/IAMS_VU2:IAMS041-001615010,,,,,,,,,,16.0,,,,100.0,,
579,London,British Library,Sloane 5,Botany,s.xiv (2),9,,,composite volume; Medical Prescriptions (Dean no. 439) added in s.xiv /xv on ff. 193 r-v,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002112342,,,,,,,,,,16.0,,,,100.0,,
58,Cambridge,Corpus Christi College,335,Tracts on the Saracens and Miscellaneous Texts,s.xv,1+153,,,,https://parker.stanford.edu/parker/catalog/fn364rc0124,,,,,,,,,,3.333333333333333,302.66666666666663,,,1.0893246187363834,98.91067538126363,
580a,London,British Library,Sloane 146,Botanical glossary,s.xii (ex),4,,,composite volume,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002112484,,,,,,,,,4.666666666666666,0.6666666666666666,0.6666666666666666,,77.77777777777777,11.11111111111111,11.11111111111111,
581,London,British Library,Sloane 209,Circa instans etc,s.xiii (1),67,,,"composite volume, the first tract includes some glosses in English; foliation based on MS description ; Marmaduke Constable, of North Clyff, county Yorkshire: Owned MS.: in 1518.

",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002112552,,,,,,,,,,77.0,1.0,,,98.71794871794873,1.282051282051282,
582b,London,British Library,Sloane 213,Lapidary etc.,s.xv (in),9,,,composite volume,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002112556,,,,,,,,,,75.33333333333333,54.666666666666664,,,57.94871794871794,42.05128205128205,
583a,London,British Library,Sloane 284,Glossary of medicinal plants,s.xiv (2),48,,,"composite volume; owned by ""Francis Bernard, MD, Physician to James II., and to St. Bartholomew's Hospital"" (bap. 1628, d. 1698)",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002112630,,,,,,,,,,96.0,,,,100.0,,
584z,London,British Library,Sloane 420,Livre de duz signes,s.xiv,4,,,composite volume,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002112768,,,,,,,,,,8.0,,,,100.0,,
585b,London,British Library,Sloane 475,Medical texts,s.xiv (2),107,,,"composite MS; ""format of this manuscript and the texts gathered suggest that it was probably the personal book of a medical practitione""",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002112824,,,,,,,,,,3.0,211.0,,,1.4018691588785046,98.5981308411215,
586,London,British Library,Sloane 513,Mainly scientific and grammatic miscellany,s.xv,221,Devon,Buckfastleigh Abbey,"""5 unfoliated paper flyleaves at the beginning and 6 at the end + a paper after f. 138"" ; "" The Cistercian abbey of St Mary, Buckfast, Devon: see Ker 1964."" ; ""Richard Dove, Monk of Buckfastleigh Abbey, county Devon: Compiled and wrote, MS.: in the 15th cent."" ; ""Inscription with the name John Fox (f. 34v)"" ; ""Inscriptions: 'John Sgacton (?), 'John Shabeton' (?) (ff. 1, 221)."" ; see catalogue for contents ; French in ""Le Donait"" (Dean no. 292) on ff. 135r-139r; Orthographia Gallica (Dean no. 287) on f. 139v; ""Tretiz de langage, by Walter Bibbesworth"" (Dean no. 285) on ff. 139v-153v (Dean dates MS to s.xiv (1/4); English on ff.98v-99v (DIMEV no. 5854-1) and f.136r ; apparently composite",http://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=797&CollID=9&NStart=513,10.7306,87.6712,1.5982,0.0,23.5,192.0,3.5,0.0,,,,,,,,
587,London,British Library,Sloane 560,Mandeville,s.xv,60,,,folation based on catalogue description; owners: George Browne and Elizabeth Browne (date uncertain),http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002112910,,,,,,,,,,108.33333333333333,11.666666666666666,,,90.27777777777779,9.722222222222223,
588,London,British Library,Sloane 809,Walter of Bibbesworth,s.xiii,4 membranes,,,,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002113161,,,,,,,,,,1.0,,,,100.0,,
589,London,British Library,Sloane 962,Botany,s.xv (1),261,,,"Anglo-Norman material added to earlier material; "" ff. 124-130v are an inserted paper index.
ff. 1 and 260-261 are former parchment flyleaves of a Missal in Latin written in Protogothic script of the 2nd half of the 12th century.""; contents verified by KAM",http://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=914&CollID=9&NStart=962 ; http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002113314,,,,,,,,,192.16666666666666,51.5,271.33333333333337,,37.31391585760518,10.0,52.686084142394826,
59,Cambridge,Corpus Christi College,383,Anglo-Saxon Laws,s.xii (in),9+62,London,Paul's Cathedral in London,"""possibly from St Paul's Cathedral in London""; ""The manuscript was, at some stage, in the hands of Robert Talbot, prebendary of Norwich (d. 1558)""",https://parker.stanford.edu/parker/catalog/mv340ty8592,,,,,,,,,132.16666666666663,2.1666666666666665,1.6666666666666665,,97.18137254901961,1.5931372549019613,1.2254901960784317,
590,London,British Library,Sloane 1118,Alchemy etc.,s.xv (ex),154,,,see catalogue for contents; Dean no. 439 on fol. 15,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002113475,0.3247,93.5065,6.1688,,,,,,,,,,,,,
591,London,British Library,Sloane 1464,Mandeville,s.xiv,164,,,,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002113815 ; https://www.europeana.eu/portal/en/record/9200397/BibliographicResource_3000126256931.html,,,,,,,,,,327.0,,,,100.0,,
592d,London,British Library,Sloane 1580,Philippe de Thaun,s.xiii (1),17,,,composite MS,http://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=1220,,,,,,,,,,32.0,,,,100.0,,
593,London,British Library,Sloane 1611,Miscellany,s.xiii (2),156,,,"two lines of French and English glossing plant names (Dean no. 314) on f. 111r ; on fol. 143r: At the foot of the page a later hand has written, 'Sunt en Engleterre Eglises parochieles xlv. m. xi., Viles, lii. m. iiii. xv., Fies de Chivallir, lx.m.cc.xc., Les convenus [?], in meyns de Religious, xxviii. m. xv.'",http://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=1221&CollID=9&NStart=1611,,,,,,,,,,167.83333333333334,141.16666666666669,,,54.31499460625675,45.685005393743275,
594,London,British Library,Sloane 1754,Scientific and medical miscellany,s.xiv (1),240,,,contents based on catalogue and uncertain,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002114108,,,,,,,,,,40.5,435.5,,,8.508403361344538,91.49159663865547,
595,London,British Library,Sloane 2401,Regime de santé,s.xv,136,,,see catalogue for description,http://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=1267&CollID=9&NStart=2401,100.0,0.0,0.0,,,,,,,,,,,,,
596,London,British Library,Sloane 2584,Miscellaneous receipts,s.xiv,117,,,"languages in MS verified by KAM; owned by Guide family, date uncertain",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002114954,,,,,,,,,213.5,4.0,16.5,,91.23931623931624,1.7094017094017095,7.051282051282051,
597,London,British Library,Sloane 3217,Medical miscellany,s.xv,206,,,contents and languages not clear from catalogue description; Dean no. 439 on ff. 127v-128r,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002115601,,,,,,,,,,,,,,,,
598,London,British Library,Sloane 3285,Medical miscellany,s.xv (1),94,,,100 leaves originally; remedy collection on ff. 93r-95v added later,http://theses.gla.ac.uk/3128/1/2005loen-marshall1phd.pdf,,,,,,,,,90.33333333333333,2.333333333333333,89.33333333333333,,49.63369963369962,1.2820512820512817,49.08424908424907,
599,London,British Library,Sloane 3550,Medical miscellany,s.xiv (1),249,,,see catalogue for description ; contains Periolous Days in Prose (Dean no. 379) on f. 216v and the Letter of Hippocrates (Dean no. 406) on ff. 89v-91v; 217-219; 220-225,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002115938,4.6185,93.3735,2.008,,,,,,,,,,,,,
6,Amsterdam,Bibliotheca Philosophica Hermetica,BPH 058,Saints' lives etc,s.xv (in),210,,,2 folios lost; description incomplete,http://jonas.irht.cnrs.fr/consulter/manuscrit/detail_manuscrit.php?projet=73952,,,,,,,,,,245.0,93.0,,,72.48520710059172,27.514792899408285,
60,Cambridge,Corpus Christi College,388,Medical Tracts,s.xiv,54,,,"""An analysis of the Middle English components of this volume suggests that it was written or copied by an author who employed a linguistic style that has been localised to East Anglia in the vicinity of Ely. Other than this, there are no clues as to the manuscript's provenance.""",https://parker.stanford.edu/parker/catalog/qb778vp9705,,,,,,,,,,,,,,,,
600,London,British Library,Sloane 3469,Medical miscellany,s.xiv (1),37,,,see catalogue for description; total foliation based on catalogue description; contains Dean no. 372,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002115856,1.3514,98.6486,0.0,,,,,,,,,,,,,
601,London,British Library,Stowe 594,William Bruges' Garter Book,s.xv (1),20,,,English added later on f. 6r,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-001953419,,,,,,,,,,26.0,,,,100.0,,
602,London,British Library,Stowe 948,Meditations,s.xiv (in),16,,,"language of f. 7r-7v uncertain (based on description); ""On f. 1 is a note by T. Astle, referring to p. 154 of his Origin and Progress of Writing, where four lines from f 15 b are reproduced. Duodecimo."" Astle was an 18th C archivist",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-001953796,,,,,,,,,,8.5,14.5,,,36.95652173913043,63.04347826086957,
603,London,British Library,Yates Thompson 13,The Taymouth Hours,s.xiv (in),195,London,,"Also contains captions in Anglo-Norman; ""Sandler identifies the main artist as that of Glasgow, University Library MS Hunter 231, made for Roger of Waltham (d. c. 1341), canon of St. Paul's, London. Michael 1987 identifies the main artist as that of a psalter made for Worcester diocese use, Oxford, Bodl. MS Lyell Empt. 4.""; "" Several images of crowned women and a crowned man queens and kings suggest a royal connection, e.g. f. 18: it has been suggested that the manuscript was commissioned for Joan, daughter of Edward II, who married David II of Scotland, or for Philippa of Hainault, queen of Edward III, or for Isabelle of France, queen of Edward II (see discussion Stanton, 'Isabella of France', 2003), or for Eleanor of Woodstock, daughter of Edward II, who married Reinald II of Guelders (see discussion in Smith, Taymouth Hours, 2012).
Perhaps made in London: the calendar includes saints Ethelburga (abbess of Barking, near London) and Botulph (venerated at three London parishes).
Unidentified member of the Neville family: with their arms, gules a saltire argent (ff. 3 [painted over arms of St. George], f. 151). 
Unidentified 16th-century Scottish owner: with his notes in Scots dialect (e.g. 'ane leife', f. 60; 'tua leife', f. 89).""; added in 15th C: f. 195v: Numbered list of events in the life of Christ",http://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=8148&CollID=58&NStart=13 ; https://www.europeana.eu/portal/en/record/9200397/BibliographicResource_3000126281063.html,,,,,,,,,,23.0,363.0,,,5.958549222797927,94.04145077720207,
